card_name	set_name	rarity
Chamberlain of the Six Samurai	Duelist Edition Volume 2_ocg	Common
Chthonian Emperor Dragon	Duelist Edition Volume 2_ocg	Common
Common Charity	Duelist Edition Volume 2_ocg	Common
Counter Counter	Duelist Edition Volume 2_ocg	Common
Cross Porter	Duelist Edition Volume 2_ocg	Common
Crystal Seer	Duelist Edition Volume 2_ocg	Common
Cunning of the Six Samurai	Duelist Edition Volume 2_ocg	Common
Cup of Ace	Duelist Edition Volume 2_ocg	Common
Cyber Valley	Duelist Edition Volume 2_ocg	Rare
Cyberdark Impact!	Duelist Edition Volume 2_ocg	Common
Damage  Reptile	Duelist Edition Volume 2_ocg	Common
Dark Armed Dragon	Duelist Edition Volume 2_ocg	Ultra Rare
Dark Calling	Duelist Edition Volume 2_ocg	Secret Rare
Dark Crusader	Duelist Edition Volume 2_ocg	Common
Dark Eruption	Duelist Edition Volume 2_ocg	Common
Dark Fusion	Duelist Edition Volume 2_ocg	Rare
Dark Horus	Duelist Edition Volume 2_ocg	Common
Dark Illusion	Duelist Edition Volume 2_ocg	Common
Dark Nephthys	Duelist Edition Volume 2_ocg	Common
Dark Spirit Art - Greed	Duelist Edition Volume 2_ocg	Common
Dark Valkyria	Duelist Edition Volume 2_ocg	Common
Destiny End Dragoon	Duelist Edition Volume 2_ocg	Super Rare
Destruction Jammer	Duelist Edition Volume 2_ocg	Common
Diskblade Rider	Duelist Edition Volume 2_ocg	Common
Doom Shaman	Duelist Edition Volume 2_ocg	Common
Double Summon	Duelist Edition Volume 2_ocg	Common
Double-Edged Sword Technique	Duelist Edition Volume 2_ocg	Common
Drastic Drop Off	Duelist Edition Volume 2_ocg	Common
DUCKER Mobile Cannon	Duelist Edition Volume 2_ocg	Common
Elemental HERO Darkbright	Duelist Edition Volume 2_ocg	Rare
Elemental HERO Magma Neos	Duelist Edition Volume 2_ocg	Rare
Elemental HERO Neos Alius	Duelist Edition Volume 2_ocg	Super Rare
Elemental HERO Plasma Vice	Duelist Edition Volume 2_ocg	Rare
Elemental HERO Storm Neos	Duelist Edition Volume 2_ocg	Rare
Energy-Absorbing Monolith	Duelist Edition Volume 2_ocg	Common
Enishi, Shien's Chancellor	Duelist Edition Volume 2_ocg	Common
Escape from the Dark Dimension	Duelist Edition Volume 2_ocg	Common
Evil HERO Dark Gaia	Duelist Edition Volume 2_ocg	Ultra Rare
Evil HERO Infernal Gainer	Duelist Edition Volume 2_ocg	Common
Evil HERO Lightning Golem	Duelist Edition Volume 2_ocg	Rare
Evil HERO Malicious Edge	Duelist Edition Volume 2_ocg	Rare
Fifth Hope	Duelist Edition Volume 2_ocg	Common
Fine	Duelist Edition Volume 2_ocg	Common
Fire Trooper	Duelist Edition Volume 2_ocg	Common
Fires of Doomsday	Duelist Edition Volume 2_ocg	Rare
Foolish Revival	Duelist Edition Volume 2_ocg	Common
Froggy Forcefield	Duelist Edition Volume 2_ocg	Common
Garoth, Lightsworn Warrior	Duelist Edition Volume 2_ocg	Common
Gemini Trap Hole	Duelist Edition Volume 2_ocg	Common
Gift Card	Duelist Edition Volume 2_ocg	Common
Gigaplant	Duelist Edition Volume 2_ocg	Common
Gladiator Beast Andal	Duelist Edition Volume 2_ocg	Common
Gladiator Beast Bestiari	Duelist Edition Volume 2_ocg	Rare
Gladiator Beast Darius	Duelist Edition Volume 2_ocg	Rare
Gladiator Beast Gyzarus	Duelist Edition Volume 2_ocg	Super Rare
Gladiator Beast Heraklinos	Duelist Edition Volume 2_ocg	Super Rare
Gladiator Beast Hoplomus	Duelist Edition Volume 2_ocg	Common
Gladiator Beast Laquari	Duelist Edition Volume 2_ocg	Common
Gladiator Beast Murmillo	Duelist Edition Volume 2_ocg	Common
Gladiator Beast Secutor	Duelist Edition Volume 2_ocg	Common
Gladiator Beast's Battle Archfiend Shield	Duelist Edition Volume 2_ocg	Common
Gladiator Beast's Battle Manica	Duelist Edition Volume 2_ocg	Common
Gladiator Proving Ground	Duelist Edition Volume 2_ocg	Common
Glorious Illusion	Duelist Edition Volume 2_ocg	Common
Golden Bamboo Sword	Duelist Edition Volume 2_ocg	Common
Golden Ladybug	Duelist Edition Volume 2_ocg	Common
Gragonith, Lightsworn Dragon	Duelist Edition Volume 2_ocg	Common
Grandmaster of the Six Samurai	Duelist Edition Volume 2_ocg	Secret Rare
Hate Buster	Duelist Edition Volume 2_ocg	Common
Hero Blast	Duelist Edition Volume 2_ocg	Common
Hero Mask	Duelist Edition Volume 2_ocg	Common
Honest	Duelist Edition Volume 2_ocg	Ultra Rare
Hunter Dragon	Duelist Edition Volume 2_ocg	Common
Instant Neo Space	Duelist Edition Volume 2_ocg	Common
Jain, Lightsworn Paladin	Duelist Edition Volume 2_ocg	Common
Jinzo - Lord	Duelist Edition Volume 2_ocg	Common
Jinzo - Returner	Duelist Edition Volume 2_ocg	Common
Judgment Dragon	Duelist Edition Volume 2_ocg	Super Rare
King Pyron	Duelist Edition Volume 2_ocg	Common
Light Barrier	Duelist Edition Volume 2_ocg	Common
Light of Redemption	Duelist Edition Volume 2_ocg	Common
Light-Imprisoning Mirror	Duelist Edition Volume 2_ocg	Rare
Limit Reverse	Duelist Edition Volume 2_ocg	Common
Lucky Chance	Duelist Edition Volume 2_ocg	Common
Lumina, Lightsworn Summoner	Duelist Edition Volume 2_ocg	Rare
Lyla, Lightsworn Sorceress	Duelist Edition Volume 2_ocg	Common
Necro Gardna	Duelist Edition Volume 2_ocg	Super Rare
Neo Space Pathfinder	Duelist Edition Volume 2_ocg	Common
No Entry!!	Duelist Edition Volume 2_ocg	Common
Obsidian Dragon	Duelist Edition Volume 2_ocg	Common
Offering to the Snake Deity	Duelist Edition Volume 2_ocg	Common
Ojama Knight	Duelist Edition Volume 2_ocg	Common
Portable Battery Pack	Duelist Edition Volume 2_ocg	Common
Quick Charger	Duelist Edition Volume 2_ocg	Common
Rainbow Dark Dragon	Duelist Edition Volume 2_ocg	Super Rare
Rainbow Dragon	Duelist Edition Volume 2_ocg	Ultra Rare
Rainbow Life	Duelist Edition Volume 2_ocg	Common
Rainbow Neos	Duelist Edition Volume 2_ocg	Super Rare
Rainbow Veil	Duelist Edition Volume 2_ocg	Common
Razor Lizard	Duelist Edition Volume 2_ocg	Common
Release from Stone	Duelist Edition Volume 2_ocg	Common
Renge, Gatekeeper of Dark World	Duelist Edition Volume 2_ocg	Common
Ribbon of Rebirth	Duelist Edition Volume 2_ocg	Common
Rise of the Snake Deity	Duelist Edition Volume 2_ocg	Common
Ryko, Lightsworn Hunter	Duelist Edition Volume 2_ocg	Super Rare
Sea Koala	Duelist Edition Volume 2_ocg	Common
Shadow-Imprisoning Mirror	Duelist Edition Volume 2_ocg	Rare
Short Circuit	Duelist Edition Volume 2_ocg	Common
Six Samurai United	Duelist Edition Volume 2_ocg	Common
Snake Rain	Duelist Edition Volume 2_ocg	Common
Solar Recharge	Duelist Edition Volume 2_ocg	Super Rare
Soul Devouring Bamboo Sword	Duelist Edition Volume 2_ocg	Common
Spirit of the Six Samurai	Duelist Edition Volume 2_ocg	Common
Summon Limit	Duelist Edition Volume 2_ocg	Common
Summoner's Art	Duelist Edition Volume 2_ocg	Rare
Super Polymerization	Duelist Edition Volume 2_ocg	Ultra Rare
Superalloy Beast Raptinus	Duelist Edition Volume 2_ocg	Common
Superancient Deepsea King Coelacanth	Duelist Edition Volume 2_ocg	Rare
Swing of Memories	Duelist Edition Volume 2_ocg	Common
Symbols of Duty	Duelist Edition Volume 2_ocg	Common
The Calculator	Duelist Edition Volume 2_ocg	Common
The Dark Creator	Duelist Edition Volume 2_ocg	Common
The Gift of Greed	Duelist Edition Volume 2_ocg	Common
The Immortal Bushi	Duelist Edition Volume 2_ocg	Common
The Lady in Wight	Duelist Edition Volume 2_ocg	Common
Transmigration Break	Duelist Edition Volume 2_ocg	Common
Ultimate Ancient Gear Golem	Duelist Edition Volume 2_ocg	Rare
Unifrog	Duelist Edition Volume 2_ocg	Common
Vennominaga the Deity of Poisonous Snakes	Duelist Edition Volume 2_ocg	Rare
Vennominon the King of Poisonous Snakes	Duelist Edition Volume 2_ocg	Common
Volcanic Counter	Duelist Edition Volume 2_ocg	Common
Volcanic Queen	Duelist Edition Volume 2_ocg	Common
Wetlands	Duelist Edition Volume 2_ocg	Common
Wulf, Lightsworn Beast	Duelist Edition Volume 2_ocg	Common
Yubel	Duelist Edition Volume 2_ocg	Rare
Yubel - Terror Incarnate	Duelist Edition Volume 2_ocg	Common
Yubel - The Ultimate Nightmare	Duelist Edition Volume 2_ocg	Common
Zombie Master	Duelist Edition Volume 2_ocg	Rare
Alien Ammonite	Duelist Edition Volume 3_ocg	Common
Alien Dog	Duelist Edition Volume 3_ocg	Common
Alien Overlord	Duelist Edition Volume 3_ocg	Common
Arcane Barrier	Duelist Edition Volume 3_ocg	Common
Arcanite Magician	Duelist Edition Volume 3_ocg	Super Rare
Arcanite Magician/Assault Mode	Duelist Edition Volume 3_ocg	Common
Assault Beast	Duelist Edition Volume 3_ocg	Common
Assault Counter	Duelist Edition Volume 3_ocg	Common
Assault Mode Activate	Duelist Edition Volume 3_ocg	Common
Assault Teleport	Duelist Edition Volume 3_ocg	Common
Battle Tuned	Duelist Edition Volume 3_ocg	Common
Black Garden	Duelist Edition Volume 3_ocg	Rare
Black Rose Dragon	Duelist Edition Volume 3_ocg	Ultra Rare
Black Salvo	Duelist Edition Volume 3_ocg	Rare
Black Whirlwind	Duelist Edition Volume 3_ocg	Rare
Blackwing - Blizzard the Far North	Duelist Edition Volume 3_ocg	Common
Blackwing - Bora the Spear	Duelist Edition Volume 3_ocg	Common
Blackwing - Gale the Whirlwind	Duelist Edition Volume 3_ocg	Super Rare
Blackwing - Kalut the Moon Shadow	Duelist Edition Volume 3_ocg	Rare
Blackwing - Shura the Blue Flame	Duelist Edition Volume 3_ocg	Rare
Blackwing - Sirocco the Dawn	Duelist Edition Volume 3_ocg	Common
Blackwing Armed Wing	Duelist Edition Volume 3_ocg	Rare
Blackwing Armor Master	Duelist Edition Volume 3_ocg	Super Rare
Book of Eclipse	Duelist Edition Volume 3_ocg	Common
Botanical Girl	Duelist Edition Volume 3_ocg	Common
Calming Magic	Duelist Edition Volume 3_ocg	Common
Copy Plant	Duelist Edition Volume 3_ocg	Common
Cosmic Fortress Gol'gar	Duelist Edition Volume 3_ocg	Common
Crimson Fire	Duelist Edition Volume 3_ocg	Common
Dark Resonator	Duelist Edition Volume 3_ocg	Common
Dark Strike Fighter	Duelist Edition Volume 3_ocg	Rare
De-Synchro	Duelist Edition Volume 3_ocg	Common
Debris Dragon	Duelist Edition Volume 3_ocg	Super Rare
Deep Sea Diva	Duelist Edition Volume 3_ocg	Rare
Delta Crow - Anti Reverse	Duelist Edition Volume 3_ocg	Common
Destructotron	Duelist Edition Volume 3_ocg	Common
Dharc the Dark Charmer	Duelist Edition Volume 3_ocg	Common
Dimension Fortress Weapon	Duelist Edition Volume 3_ocg	Common
Doomkaiser Dragon	Duelist Edition Volume 3_ocg	Common
Doomkaiser Dragon/Assault Mode	Duelist Edition Volume 3_ocg	Common
Double Tool C&D	Duelist Edition Volume 3_ocg	Common
Dupe Frog	Duelist Edition Volume 3_ocg	Common
Earthbound Immortal Aslla piscu	Duelist Edition Volume 3_ocg	Rare
Earthbound Immortal Ccapac Apu	Duelist Edition Volume 3_ocg	Rare
Emergency Teleport	Duelist Edition Volume 3_ocg	Super Rare
Emissary from Pandemonium	Duelist Edition Volume 3_ocg	Common
Exploder Dragonwing	Duelist Edition Volume 3_ocg	Rare
Fake Explosion	Duelist Edition Volume 3_ocg	Common
Fake Feather	Duelist Edition Volume 3_ocg	Common
Fish Depth Charge	Duelist Edition Volume 3_ocg	Common
Flip Flop Frog	Duelist Edition Volume 3_ocg	Common
Flying Fortress SKY FIRE	Duelist Edition Volume 3_ocg	Common
Forbidden Chalice	Duelist Edition Volume 3_ocg	Super Rare
G.B. Hunter	Duelist Edition Volume 3_ocg	Common
Geartown	Duelist Edition Volume 3_ocg	Rare
Giant Trap Hole	Duelist Edition Volume 3_ocg	Common
Gladiator Beast Equeste	Duelist Edition Volume 3_ocg	Rare
Gladiator Beast War Chariot	Duelist Edition Volume 3_ocg	Rare
Goyo Guardian	Duelist Edition Volume 3_ocg	Rare
Gozen Match	Duelist Edition Volume 3_ocg	Common
Graceful Revival	Duelist Edition Volume 3_ocg	Common
Grave of the Super Ancient Organism	Duelist Edition Volume 3_ocg	Common
Hanewata	Duelist Edition Volume 3_ocg	Common
Hedge Guard	Duelist Edition Volume 3_ocg	Common
Hyper Psychic Blaster	Duelist Edition Volume 3_ocg	Common
Hyper Psychic Blaster/Assault Mode	Duelist Edition Volume 3_ocg	Common
Hyper Synchron	Duelist Edition Volume 3_ocg	Common
Indomitable Gladiator Beast	Duelist Edition Volume 3_ocg	Common
Inmato	Duelist Edition Volume 3_ocg	Common
Iron Chain Dragon	Duelist Edition Volume 3_ocg	Common
Iron Core of Koa'ki Meiru	Duelist Edition Volume 3_ocg	Common
Jade Knight	Duelist Edition Volume 3_ocg	Common
Judgment of Thunder	Duelist Edition Volume 3_ocg	Common
Junk Box	Duelist Edition Volume 3_ocg	Common
Junk Synchron	Duelist Edition Volume 3_ocg	Secret Rare
Junk Warrior	Duelist Edition Volume 3_ocg	Secret Rare
Jutte Fighter	Duelist Edition Volume 3_ocg	Common
Kinka-byo	Duelist Edition Volume 3_ocg	Rare
Koa'ki Meiru Doom	Duelist Edition Volume 3_ocg	Common
Koa'ki Meiru Drago	Duelist Edition Volume 3_ocg	Common
Koa'ki Meiru Guardian	Duelist Edition Volume 3_ocg	Common
Koa'ki Meiru Ice	Duelist Edition Volume 3_ocg	Common
Koa'ki Meiru Powerhand	Duelist Edition Volume 3_ocg	Common
Krebons	Duelist Edition Volume 3_ocg	Rare
Level Warrior	Duelist Edition Volume 3_ocg	Common
Magic Planter	Duelist Edition Volume 3_ocg	Common
Magical Android	Duelist Edition Volume 3_ocg	Common
Mark of the Rose	Duelist Edition Volume 3_ocg	Common
Mermaid Archer	Duelist Edition Volume 3_ocg	Common
Mind Master	Duelist Edition Volume 3_ocg	Common
Mind Over Matter	Duelist Edition Volume 3_ocg	Common
Miracle Fertilizer	Duelist Edition Volume 3_ocg	Rare
Mirror of Oaths	Duelist Edition Volume 3_ocg	Common
Mono Synchron	Duelist Edition Volume 3_ocg	Secret Rare
Montage Dragon	Duelist Edition Volume 3_ocg	Common
Morphtronic Accelerator	Duelist Edition Volume 3_ocg	Common
Morphtronic Bind	Duelist Edition Volume 3_ocg	Common
Morphtronic Boarden	Duelist Edition Volume 3_ocg	Common
Morphtronic Boomboxen	Duelist Edition Volume 3_ocg	Common
Morphtronic Cameran	Duelist Edition Volume 3_ocg	Common
Morphtronic Celfon	Duelist Edition Volume 3_ocg	Rare
Morphtronic Map	Duelist Edition Volume 3_ocg	Common
Morphtronic Radion	Duelist Edition Volume 3_ocg	Common
Morphtronic Remoten	Duelist Edition Volume 3_ocg	Common
Morphtronic Scopen	Duelist Edition Volume 3_ocg	Common
Mysterious Triangle	Duelist Edition Volume 3_ocg	Common
Natural Tune	Duelist Edition Volume 3_ocg	Common
Needlebug Nest	Duelist Edition Volume 3_ocg	Common
Nettles	Duelist Edition Volume 3_ocg	Common
Night Wing Sorceress	Duelist Edition Volume 3_ocg	Common
Nightmare Archfiends	Duelist Edition Volume 3_ocg	Common
Nitro Warrior	Duelist Edition Volume 3_ocg	Common
One for One	Duelist Edition Volume 3_ocg	Super Rare
Overworked	Duelist Edition Volume 3_ocg	Common
Oyster Meister	Duelist Edition Volume 3_ocg	Common
Phoenixian Cluster Amaryllis	Duelist Edition Volume 3_ocg	Common
Phoenixian Seed	Duelist Edition Volume 3_ocg	Common
Plaguespreader Zombie	Duelist Edition Volume 3_ocg	Ultra Rare
Planet Pollutant Virus	Duelist Edition Volume 3_ocg	Common
Plant Food Chain	Duelist Edition Volume 3_ocg	Common
Pollinosis	Duelist Edition Volume 3_ocg	Common
Power Filter	Duelist Edition Volume 3_ocg	Common
Power Tool Dragon	Duelist Edition Volume 3_ocg	Ultra Rare
Proof of Powerlessness	Duelist Edition Volume 3_ocg	Common
Psychic Commander	Duelist Edition Volume 3_ocg	Common
Psychic Lifetrancer	Duelist Edition Volume 3_ocg	Common
Psychokinesis	Duelist Edition Volume 3_ocg	Common
Queen of Thorns	Duelist Edition Volume 3_ocg	Common
Quillbolt Hedgehog	Duelist Edition Volume 3_ocg	Rare
Recycling Batteries	Duelist Edition Volume 3_ocg	Common
Red Dragon Archfiend	Duelist Edition Volume 3_ocg	Ultra Rare
Red Dragon Archfiend/Assault Mode	Duelist Edition Volume 3_ocg	Rare
Revived King Ha Des	Duelist Edition Volume 3_ocg	Common
Sea Dragon Lord Gishilnodon	Duelist Edition Volume 3_ocg	Common
Secret Village of the Spellcasters	Duelist Edition Volume 3_ocg	Common
Spell Reactor・RE	Duelist Edition Volume 3_ocg	Common
Spined Gillman	Duelist Edition Volume 3_ocg	Common
Star Blast	Duelist Edition Volume 3_ocg	Common
Stardust Dragon	Duelist Edition Volume 3_ocg	Ultra Rare
Strong Wind Dragon	Duelist Edition Volume 3_ocg	Common
Summon Reactor・SK	Duelist Edition Volume 3_ocg	Common
Super Solar Nutrient	Duelist Edition Volume 3_ocg	Common
Telekinetic Power Well	Duelist Edition Volume 3_ocg	Common
The White Stone of Legend	Duelist Edition Volume 3_ocg	Rare
The World Tree	Duelist Edition Volume 3_ocg	Common
Thought Ruler Archfiend	Duelist Edition Volume 3_ocg	Common
Torapart	Duelist Edition Volume 3_ocg	Common
Trap Eater	Duelist Edition Volume 3_ocg	Common
Trap Reactor・Y FI	Duelist Edition Volume 3_ocg	Common
Trap Stun	Duelist Edition Volume 3_ocg	Super Rare
Trident Dragion	Duelist Edition Volume 3_ocg	Super Rare
Turbo Booster	Duelist Edition Volume 3_ocg	Common
Turbo Synchron	Duelist Edition Volume 3_ocg	Common
Turbo Warrior	Duelist Edition Volume 3_ocg	Common
Turret Warrior	Duelist Edition Volume 3_ocg	Common
Tytannial, Princess of Camellias	Duelist Edition Volume 3_ocg	Super Rare
Unstable Evolution	Duelist Edition Volume 3_ocg	Common
Urgent Tuning	Duelist Edition Volume 3_ocg	Common
Verdant Sanctuary	Duelist Edition Volume 3_ocg	Common
Wall of Thorns	Duelist Edition Volume 3_ocg	Common
Advance Draw	Duelist Edition Volume 4_ocg	Common
Aegis of the Ocean Dragon Lord	Duelist Edition Volume 4_ocg	Common
Ancient Fairy Dragon	Duelist Edition Volume 4_ocg	Ultra Rare
Ancient Forest	Duelist Edition Volume 4_ocg	Common
Ancient Sacred Wyvern	Duelist Edition Volume 4_ocg	Rare
Apocatequil	Duelist Edition Volume 4_ocg	Common
Archfiend Zombie-Skull	Duelist Edition Volume 4_ocg	Common
Armed Sea Hunter	Duelist Edition Volume 4_ocg	Common
Armory Arm	Duelist Edition Volume 4_ocg	Secret Rare
At One With the Sword	Duelist Edition Volume 4_ocg	Common
Batteryman AAA	Duelist Edition Volume 4_ocg	Common
Batteryman Fuel Cell	Duelist Edition Volume 4_ocg	Common
Battle Fader	Duelist Edition Volume 4_ocg	Super Rare
Battle of the Elements	Duelist Edition Volume 4_ocg	Common
Bending Destiny	Duelist Edition Volume 4_ocg	Common
Biofalcon	Duelist Edition Volume 4_ocg	Common
Bird of Roses	Duelist Edition Volume 4_ocg	Common
Black Brutdrago	Duelist Edition Volume 4_ocg	Rare
Black-Winged Dragon	Duelist Edition Volume 4_ocg	Ultra Rare
Blackwing - Breeze the Zephyr	Duelist Edition Volume 4_ocg	Common
Blackwing - Silverwind the Ascendant	Duelist Edition Volume 4_ocg	Rare
Blackwing - Vayu the Emblem of Honor	Duelist Edition Volume 4_ocg	Ultra Rare
Brain Research Lab	Duelist Edition Volume 4_ocg	Common
Cards for Black Feathers	Duelist Edition Volume 4_ocg	Common
Cards of Consonance	Duelist Edition Volume 4_ocg	Common
Catoblepas and the Witch of Fate	Duelist Edition Volume 4_ocg	Common
Chaos Goddess	Duelist Edition Volume 4_ocg	Common
Chaos King Archfiend	Duelist Edition Volume 4_ocg	Common
Chaos Trap Hole	Duelist Edition Volume 4_ocg	Common
Cherry Inmato	Duelist Edition Volume 4_ocg	Common
Codarus	Duelist Edition Volume 4_ocg	Common
Consecrated Light	Duelist Edition Volume 4_ocg	Super Rare
Corridor of Agony	Duelist Edition Volume 4_ocg	Common
Crusader of Endymion	Duelist Edition Volume 4_ocg	Common
Cyber Dragon Zwei	Duelist Edition Volume 4_ocg	Common
Damage Gate	Duelist Edition Volume 4_ocg	Common
Dark Bug	Duelist Edition Volume 4_ocg	Common
Dawn of the Herald	Duelist Edition Volume 4_ocg	Common
Discord	Duelist Edition Volume 4_ocg	Common
Divine Grace - Northwemko	Duelist Edition Volume 4_ocg	Rare
Djinn Cursenchanter of Rituals	Duelist Edition Volume 4_ocg	Common
Djinn Presider of Rituals	Duelist Edition Volume 4_ocg	Common
Djinn Prognosticator of Rituals	Duelist Edition Volume 4_ocg	Common
Djinn Releaser of Rituals	Duelist Edition Volume 4_ocg	Common
Dragon Queen of Tragic Endings	Duelist Edition Volume 4_ocg	Common
Drill Synchron	Duelist Edition Volume 4_ocg	Common
Drill Warrior	Duelist Edition Volume 4_ocg	Super Rare
Earthbound Immortal Ccarayhua	Duelist Edition Volume 4_ocg	Rare
Earthbound Immortal Chacu Challhua	Duelist Edition Volume 4_ocg	Rare
Earthbound Immortal Cusillu	Duelist Edition Volume 4_ocg	Rare
Earthbound Immortal Uru	Duelist Edition Volume 4_ocg	Rare
Earthbound Immortal Wiraqocha Rasca	Duelist Edition Volume 4_ocg	Rare
Earthbound Wave	Duelist Edition Volume 4_ocg	Common
Earthbound Whirlwind	Duelist Edition Volume 4_ocg	Common
Explosive Magician	Duelist Edition Volume 4_ocg	Common
Fairy Archer	Duelist Edition Volume 4_ocg	Common
Falchionβ	Duelist Edition Volume 4_ocg	Common
Faustian Bargain	Duelist Edition Volume 4_ocg	Common
Fiendish Chain	Duelist Edition Volume 4_ocg	Super Rare
Fire Ant Ascator	Duelist Edition Volume 4_ocg	Common
Fishborg Blaster	Duelist Edition Volume 4_ocg	Common
Flamvell Firedog	Duelist Edition Volume 4_ocg	Super Rare
Flare Resonator	Duelist Edition Volume 4_ocg	Common
